artist_name	nb_artworks	artist_url	date_of_birth	date_of_death	desc	movements	mediums
Wenceslaus Hollar	1650	https://artsandculture.google.com/entity/wenceslaus-hollar/m05ccb7?categoryId=artist	1607-07-23	1677-03-25	Wenceslaus Hollar was a prolific and accomplished Bohemian graphic artist of the 17th century, who spent much of his life in England. He is known to German speakers as Wenzel Hollar; and to Czech speakers as Václav Hollar Czech. He is particularly noted for his engravings and etchings. He was born in Prague, died in London, and was buried at St Margaret's Church, Westminster.	['Baroque', 'Dutch Golden Age', 'Renaissance', 'Antwerp school', 'Mannerism']	['Etching', 'Engraving', 'Ink', 'Laid paper', 'Pen', 'Drawing']
Michael Ancher	55	https://artsandculture.google.com/entity/michael-ancher/m02531t?categoryId=artist	1849-06-9	1927-09-19	Michael Peter Ancher was a Danish realist artist, and widely known for his paintings of fishermen, the lakes, and other scenes from the Danish fishing community in Skagen.	['Modern art', 'Realism', 'Impressionism']	['Oil paint', 'Textile', 'Linen']
Graciela Iturbide	54	https://artsandculture.google.com/entity/graciela-iturbide/m09_rsj?categoryId=artist	Born-May-16-1942		Graciela Iturbide is a Mexican photographer. Her work has been exhibited internationally, and is included in many major museum collections such as the San Francisco Museum of Modern Art and The J. Paul Getty Museum.	['Manuel Álvarez Bravo', 'Lourdes Grobet', 'Dulce Pinzon', 'Daniela Rossell']	['Silver', 'Metal', 'Photograph']
Giovanni Domenico Tiepolo	443	https://artsandculture.google.com/entity/giovanni-domenico-tiepolo/m06grgz?categoryId=artist	1727-08-30	1804-03-3	Giovanni Domenico Tiepolo was an Italian painter and printmaker in etching. He was the son of artist Giovanni Battista Tiepolo and elder brother of Lorenzo Baldissera Tiepolo.	['Rococo', 'Baroque', 'Renaissance']	['Ink', 'Pen', 'Drawing', 'Etching', 'Chalk', 'Pigment']
George Romney	566	https://artsandculture.google.com/entity/george-romney/m0378t5?categoryId=artist	1734-12-26	1802-11-15	George Romney was an English portrait painter. He was the most fashionable artist of his day, painting many leading society figures – including his artistic muse, Emma Hamilton, mistress of Lord Nelson.	['Neoclassicism', 'Rococo', 'Romanticism']	['Graphite', 'Ink', 'Pen', 'Laid paper', 'Oil paint', 'Engraving']
Xu Bing	56	https://artsandculture.google.com/entity/xu-bing/m02zrrb?categoryId=artist	Born-1955		Xu Bing is a Chinese artist who served as vice-president of the Central Academy of Fine Arts. He is known for his printmaking skills and installation art, as well as his creative artistic use of language, words, and text and how they have affected our understanding of the world. He is an A.D. White Professor-at-Large at Cornell University. He was awarded the MacArthur Fellows Program in 1999 and the Fukuoka Prize in 2003.	['Contemporary art']	['Wood', 'Lacquer', 'Glass', 'Ink', 'Silk', 'Textile']
Marià Fortuny	95	https://artsandculture.google.com/entity/mari%C3%A0-fortuny/m075mg6?categoryId=artist	1838-06-11	1874-11-21	Marià Josep Maria Bernat Fortuny i Marsal, known more simply as Marià Fortuny or Mariano Fortuny, was the leading Spanish painter of his day, with an international reputation. His brief career encompassed works on a variety of subjects common in the art of the period, including the Romantic fascination with Orientalist themes, historicist genre painting, military painting of Spanish colonial expansion, as well as a prescient loosening of brush-stroke and color.	['Academic art', 'Romanticism', 'Modern art', 'Impressionism']	['Etching', 'Oil paint', 'Drawing', 'Watercolor painting', 'Engraving', 'Graphite']
Kobayashi Kiyochika	430	https://artsandculture.google.com/entity/kobayashi-kiyochika/m02vxzg0?categoryId=artist	1847-09-10	1915-11-28	Kobayashi Kiyochika was a Japanese ukiyo-e artist, best known for his colour woodblock prints and newspaper illustrations. His work documents the rapid modernization and Westernization Japan underwent during the Meiji period and employs a sense of light and shade called kōsen-ga inspired by Western art techniques. His work first found an audience in the 1870s with prints of red-brick buildings and trains that had proliferated after the Meiji Restoration; his prints of the First Sino-Japanese War of 1894–95 were also popular. Woodblock printing fell out of favour during this period, and many collectors consider Kobayashi's work the last significant example of ukiyo-e.	['Ukiyo-e']	['Ink', 'Book', 'Silk', 'Textile', 'Watercolor painting', 'Tin']
Qian Xuan	5	https://artsandculture.google.com/entity/qian-xuan/m08bjg5?categoryId=artist	1235	1305	Qian Xuan courtesy name Shun Ju, pseudonyms Yu Tan, Xi Lan Weng, and Zha Chuan Weng was a Chinese painter from Hu Zhou during the late Song dynasty and early Yuan dynasty.	['Zhao Yong', 'Wang Zhenpeng', 'Yan Hui', 'Zhao Chang', 'Su Hanchen', 'Ren Renfa']	['Ink', 'Gold', 'Metal']
William Morris	157	https://artsandculture.google.com/entity/william-morris/m08304?categoryId=artist	1834-03-24	1896-10-3	"William Morris was a British textile designer, poet, artist, novelist, translator and socialist activist associated with the British Arts and Crafts Movement. He was a major contributor to the revival of traditional British textile arts and methods of production. His literary contributions helped to establish the modern fantasy genre, while he helped win acceptance of socialism in fin de siècle Great Britain.
Morris was born in Walthamstow, Essex, to a wealthy middle-class family. He came under the strong influence of medievalism while studying Classics at Oxford University, there joining the Birmingham Set. After university, he married Jane Burden, and developed close friendships with Pre-Raphaelite artists Edward Burne-Jones and Dante Gabriel Rossetti and with Neo-Gothic architect Philip Webb. Webb and Morris designed Red House in Kent where Morris lived from 1859 to 1865, before moving to Bloomsbury, central London. In 1861, Morris founded the Morris, Marshall, Faulkner & Co. decorative arts firm with Burne-Jones, Rossetti, Webb, and others, which became highly fashionable and much in demand."	['Arts and Crafts movement', 'Aestheticism', 'Symbolism']	['Textile', 'Wool', 'Book', 'Glass', 'Stained glass', 'Silk']
Théophile Steinlen	74	https://artsandculture.google.com/entity/th%C3%A9ophile-steinlen/m0451_2?categoryId=artist	1859-11-20	1923-12-13	Théophile Alexandre Steinlen, was a Swiss-born French Art Nouveau painter and printmaker.	['Modern art', 'Post-Impressionism', 'Art Nouveau', 'Symbolism']	['Etching', 'Metal', 'Copper', 'Zinc', 'Watercolor painting', 'Laid paper']
Giotto	6	https://artsandculture.google.com/entity/giotto/m0kp91?categoryId=artist	1266	1337-01-8	"Giotto di Bondone, known mononymously as Giotto and Latinised as Giottus, was an Italian painter and architect from Florence during the Late Middle Ages. He worked during the Gothic/Proto-Renaissance period.
Giotto's contemporary, the banker and chronicler Giovanni Villani, wrote that Giotto was ""the most sovereign master of painting in his time, who drew all his figures and their postures according to nature"" and of his publicly recognized ""talent and excellence"".Giorgio Vasari described Giotto as making a decisive break with the prevalent Byzantine style and as initiating ""the great art of painting as we know it today, introducing the technique of drawing accurately from life, which had been neglected for more than two hundred years"".
Giotto's masterwork is the decoration of the Scrovegni Chapel, in Padua, also known as the Arena Chapel, which was completed around 1305. The fresco cycle depicts the Life of the Virgin and the Life of Christ. It is regarded as one of the supreme masterpieces of the Early Renaissance."	['Gothic art', 'Early renaissance', 'Italian Renaissance', 'Renaissance']	['Tempera', 'Gold', 'Gold leaf', 'Metal', 'Wood']
Anna Ancher	29	https://artsandculture.google.com/entity/anna-ancher/m025338?categoryId=artist	1859-08-18	1935-04-15	Anna Ancher was a Danish artist associated with the Skagen Painters, an artist colony on the northern point of Jylland, Denmark. She is considered to be one of Denmark's greatest visual artists.	['Modern art', 'Impressionism', 'Realism']	['Oil paint', 'Drawing', 'Wood', 'Textile', 'Linen', 'Oil pastel']
Marcantonio Raimondi	503	https://artsandculture.google.com/entity/marcantonio-raimondi/m04l4cv?categoryId=artist	1480	1534	"Marcantonio Raimondi, often called simply Marcantonio, was an Italian engraver, known for being the first important printmaker whose body of work consists largely of prints copying paintings. He is therefore a key figure in the rise of the reproductive print. He also systematized a technique of engraving that became dominant in Italy and elsewhere. His collaboration with Raphael greatly helped his career, and he continued to exploit Raphael's works after the painter's death in 1520, playing a large part in spreading High Renaissance styles across Europe. Much of the biographical information we have comes from his life, the only one of a printmaker, in Vasari's Lives of the Artists.
He is attributed with around 300 engravings. After years of great success, his career ran into trouble in the mid-1520s; he was imprisoned for a time in Rome over his role in the series of erotic prints I Modi, and then, according to Vasari, lost all his money in the Sack of Rome in 1527, after which none of his work can be securely dated."	['Renaissance', 'Italian Renaissance', 'High Renaissance', 'Northern Renaissance', 'German Renaissance', 'Florentine painting']	['Engraving', 'Etching', 'Ink', 'Pen', 'Drawing', 'Pencil']
Duchenne de Boulogne	96	https://artsandculture.google.com/entity/duchenne-de-boulogne/m034cqn?categoryId=artist	1806-09-17	1875-09-15	"Guillaume-Benjamin-Amand Duchenne was a French neurologist who revived Galvani's research and greatly advanced the science of electrophysiology. The era of modern neurology developed from Duchenne's understanding of neural pathways and his diagnostic innovations including deep tissue biopsy, nerve conduction tests, and clinical photography. This extraordinary range of activities was achieved against the background of a troubled personal life and a generally indifferent medical and scientific establishment.
Neurology did not exist in France before Duchenne and although many medical historians regard Jean-Martin Charcot as the father of the discipline, Charcot owed much to Duchenne, often acknowledging him as ""mon maître en neurologie"".
The American neurologist Dr. Joseph Collins wrote that Duchenne found neurology, ""a sprawling infant of unknown parentage which he succored to a lusty youth.""
His greatest contributions were made in the myopathies that came to immortalize his name, Duchenne Muscular Dystrophy, Duchenne-Aran spinal muscular atrophy, Duchenne-Erb paralysis, Duchenne's disease, and Duchenne's paralysis."	['Adrien Tournachon']	['Glass', 'Photograph', 'Silver', 'Metal', 'Book']
